,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
4566,None,271.66,0.0,0.0,90,Clouds,overcast clouds,3/27/2013 1:00,372,very low
37300,None,296.51,0.0,0.0,75,Clouds,broken clouds,9/19/2017 20:00,2977,medium
17673,None,291.36,0.0,0.0,90,Clouds,overcast clouds,8/23/2015 19:00,3868,medium
5729,None,274.31,0.0,0.0,1,Clear,sky is clear,5/4/2013 4:00,420,very low
36125,None,289.29,0.0,0.0,90,Mist,mist,8/10/2017 7:00,6732,very high
34152,None,282.35,0.0,0.0,1,Clear,sky is clear,5/31/2017 6:00,5993,very high
44466,None,299.07,0.0,0.0,1,Thunderstorm,proximity thunderstorm,5/28/2018 21:00,2338,low
43773,None,284.15,0.0,0.0,40,Clouds,scattered clouds,5/3/2018 3:00,345,very low
47358,None,296.65,0.25,0.0,90,Rain,light rain,9/3/2018 15:00,4411,high
19801,None,274.29,0.0,0.0,90,Mist,mist,12/2/2015 22:00,1521,low
44018,None,280.08,0.0,0.0,1,Clear,sky is clear,5/12/2018 5:00,809,very low
38863,None,270.88,0.0,0.0,1,Mist,mist,11/12/2017 9:00,2910,low
37881,None,285.15,0.0,0.0,1,Clear,sky is clear,10/8/2017 23:00,955,very low
26383,None,294.27,0.51,0.0,90,Rain,light rain,9/6/2016 10:00,4024,medium
45911,None,294.58,0.0,0.0,40,Clouds,scattered clouds,7/17/2018 0:00,595,very low
45203,None,297.22,0.0,0.0,40,Clouds,scattered clouds,6/21/2018 15:00,5768,high
34370,None,289.35,0.0,0.0,1,Clear,sky is clear,6/9/2017 5:00,2798,low
6422,None,288.64,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 16:00,3464,medium
5290,None,273.38,0.0,0.0,90,Fog,fog,4/19/2013 14:00,5118,high
373,None,283.8,0.0,0.0,20,Clouds,few clouds,10/17/2012 23:00,1160,very low
45291,None,295.55,0.0,0.0,75,Clouds,broken clouds,6/24/2018 22:00,1962,low
20052,None,274.88,0.0,0.0,90,Rain,light rain,12/16/2015 16:00,6450,very high
26152,None,301.31,0.0,0.0,1,Clear,sky is clear,8/29/2016 14:00,4179,medium
6677,None,290.01,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 23:00,1236,very low
1114,None,289.71,0.0,0.0,20,Mist,mist,11/11/2012 15:00,4012,medium
44884,None,294.55,0.0,0.0,90,Rain,moderate rain,6/11/2018 17:00,5922,very high
39572,None,259.87,0.0,0.0,40,Clouds,scattered clouds,12/7/2017 7:00,5782,high
26275,None,287.82,0.0,0.0,1,Clear,sky is clear,9/3/2016 6:00,1382,very low
43127,None,278.55,0.0,0.0,1,Clear,sky is clear,4/11/2018 12:00,4964,high
19530,None,283.01,0.0,0.0,90,Rain,heavy intensity rain,11/17/2015 8:00,5356,high
39049,None,276.08,0.0,0.0,90,Drizzle,light intensity drizzle,11/17/2017 18:00,5100,high
24049,None,292.61,0.0,0.0,8,Clear,sky is clear,6/8/2016 23:00,1418,very low
47162,None,289.6,0.89,0.0,90,Drizzle,light intensity drizzle,8/28/2018 10:00,4624,high
14174,None,284.1,0.0,0.0,90,Clouds,overcast clouds,5/9/2014 15:00,6062,very high
35324,None,289.08,0.0,0.0,75,Clouds,broken clouds,7/14/2017 3:00,504,very low
9707,None,272.11,0.0,0.0,64,Mist,mist,11/8/2013 9:00,5285,high
45551,None,297.15,0.0,0.0,1,Clear,sky is clear,7/4/2018 4:00,354,very low
29428,None,274.62,0.0,0.0,90,Mist,mist,12/24/2016 14:00,3681,medium
28219,None,273.47,0.0,0.0,90,Snow,light snow,11/18/2016 21:00,2160,low
23612,None,290.12,0.0,0.0,75,Clouds,broken clouds,5/25/2016 6:00,6038,very high
24183,None,293.15,1.27,0.0,92,Rain,moderate rain,6/14/2016 13:00,4861,high
21331,None,272.55,0.0,0.0,90,Mist,mist,2/16/2016 6:00,5526,high
23250,None,285.75,1.02,0.0,90,Rain,moderate rain,5/11/2016 16:00,6321,very high
3229,None,273.82,0.0,0.0,90,Clouds,overcast clouds,1/30/2013 10:00,4389,high
14607,None,294.9,0.0,0.0,1,Clear,sky is clear,5/24/2014 10:00,3779,medium
9745,None,275.9,0.0,0.0,64,Clouds,broken clouds,11/10/2013 1:00,752,very low
618,None,284.29,0.0,0.0,90,Rain,moderate rain,10/25/2012 18:00,5351,high
42482,None,272.21,0.0,0.0,90,Snow,light snow,3/20/2018 14:00,4958,high
7104,None,292.79,0.0,0.0,0,Clear,Sky is Clear,6/19/2013 21:00,3038,medium
28821,None,275.21,0.0,0.0,90,Mist,mist,12/4/2016 17:00,4034,medium
27165,None,281.165,0.0,0.0,12,Clouds,few clouds,10/7/2016 12:00,4532,high
32371,None,279.65,0.0,0.0,1,Mist,mist,4/4/2017 7:00,7065,very high
13474,None,280.8,0.0,0.0,90,Clouds,overcast clouds,4/6/2014 23:00,1039,very low
8757,None,294.39,0.0,0.0,56,Clouds,broken clouds,9/2/2013 17:00,3835,medium
4959,None,274.62,0.0,0.0,90,Rain,light rain,4/10/2013 10:00,4366,medium
23270,None,284.6,0.0,0.0,40,Rain,moderate rain,5/11/2016 22:00,1798,low
24608,None,286.4,0.0,0.0,75,Clouds,broken clouds,7/2/2016 2:00,664,very low
18276,None,297.69,0.0,0.0,1,Clear,sky is clear,9/15/2015 11:00,4693,high
978,None,278.15,0.0,0.0,90,Clouds,overcast clouds,11/7/2012 9:00,5230,high
34297,None,285.08,0.0,0.0,1,Clear,sky is clear,6/6/2017 7:00,6173,very high
20215,None,270.66,0.0,0.0,90,Mist,mist,12/26/2015 4:00,270,very low
8588,None,301.24,0.0,0.0,75,Clouds,broken clouds,8/22/2013 13:00,5492,high
39078,None,271.15,0.0,0.0,40,Clouds,scattered clouds,11/18/2017 18:00,4556,high
25384,None,296.14,0.0,0.0,75,Clouds,broken clouds,7/31/2016 10:00,1872,low
32348,None,283.4,0.0,0.0,90,Drizzle,drizzle,4/3/2017 18:00,4165,medium
2773,None,270.4,0.0,0.0,40,Clouds,scattered clouds,1/8/2013 21:00,2278,low
19726,None,265.02,0.0,0.0,1,Clear,sky is clear,11/29/2015 4:00,298,very low
20879,None,275.86,0.0,0.0,90,Clouds,overcast clouds,1/28/2016 3:00,347,very low
29845,None,259.97,0.0,0.0,1,Clear,sky is clear,1/7/2017 16:00,4885,high
26555,None,298.85,0.0,0.0,40,Clouds,scattered clouds,9/12/2016 13:00,4398,high
32761,None,288.88,0.0,0.0,40,Clouds,scattered clouds,4/16/2017 13:00,4152,medium
8724,None,297.51,0.0,0.0,80,Mist,mist,8/30/2013 9:00,5458,high
46571,None,301.43,0.0,0.0,5,Clear,sky is clear,8/9/2018 12:00,4927,high
9149,None,292.25,0.0,0.0,0,Clear,Sky is Clear,9/27/2013 7:00,6231,very high
41260,None,252.44,0.0,0.0,5,Clear,sky is clear,2/5/2018 5:00,2657,low
47284,None,298.43,0.25,0.0,20,Rain,light rain,9/1/2018 12:00,4854,high
16970,None,291.68,0.0,0.0,1,Clear,sky is clear,7/30/2015 3:00,362,very low
11236,None,248.8,0.0,0.0,1,Clear,sky is clear,1/5/2014 5:00,384,very low
19867,None,272.72,0.0,0.0,90,Mist,mist,12/7/2015 5:00,2775,low
16270,None,293.03,0.0,0.0,1,Clear,sky is clear,7/5/2015 2:00,656,very low
38828,None,268.86,0.0,0.0,90,Mist,mist,11/11/2017 0:00,1009,very low
19647,None,271.55,0.0,0.0,1,Clear,sky is clear,11/23/2015 23:00,1000,very low
29596,None,270.9,0.0,0.0,90,Snow,light snow,12/29/2016 18:00,4210,medium
28160,None,285.36,0.0,0.0,90,Clouds,overcast clouds,11/17/2016 16:00,6432,very high
41253,None,254.15,0.0,0.0,5,Clear,sky is clear,2/4/2018 22:00,2382,low
42461,None,274.22,0.0,0.0,90,Clouds,overcast clouds,3/19/2018 23:00,1086,very low
14360,None,279.54,0.0,0.0,32,Clouds,scattered clouds,5/16/2014 0:00,741,very low
38898,None,278.22,0.0,0.0,75,Clouds,broken clouds,11/13/2017 18:00,4184,medium
16920,None,296.51,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/28/2015 5:00,3011,medium
30147,None,273.15,0.0,0.0,90,Mist,mist,1/17/2017 12:00,4416,high
24026,None,285.91,0.0,0.0,1,Clear,sky is clear,6/8/2016 0:00,1612,low
29177,None,260.01,0.0,0.0,90,Snow,light snow,12/16/2016 8:00,4718,high
3906,None,268.39,0.0,0.0,90,Haze,haze,2/26/2013 5:00,2572,low
22994,None,281.91,0.0,0.0,1,Clear,sky is clear,5/3/2016 0:00,568,very low
41709,None,259.77,0.0,0.0,1,Clear,sky is clear,2/21/2018 23:00,1029,very low
24615,None,292.72,0.0,0.0,20,Clouds,few clouds,7/2/2016 9:00,2952,medium
31541,None,289.75,0.0,0.0,40,Clouds,scattered clouds,3/6/2017 16:00,6645,very high
36550,None,290.37,0.0,0.0,1,Rain,light rain,8/23/2017 23:00,1157,very low
20055,None,273.37,0.0,0.0,90,Snow,light snow,12/16/2015 18:00,4479,high
33295,None,276.29,0.0,0.0,90,Drizzle,drizzle,5/2/2017 3:00,333,very low
41804,None,263.3,0.0,0.0,1,Snow,light snow,2/24/2018 10:00,4373,high
46286,None,298.14,0.0,0.0,1,Clear,sky is clear,7/30/2018 11:00,4491,high
17147,None,293.91,1.02,0.0,90,Thunderstorm,thunderstorm with light rain,8/6/2015 12:00,5011,high
26627,None,291.6,0.0,0.0,90,Rain,moderate rain,9/15/2016 10:00,4366,medium
42092,None,271.28,0.0,0.0,90,Mist,mist,3/5/2018 20:00,844,very low
31446,None,264.76,0.0,0.0,1,Clear,sky is clear,3/3/2017 1:00,406,very low
39376,None,270.73,0.0,0.0,1,Clear,sky is clear,12/1/2017 2:00,291,very low
22852,None,277.87,0.76,0.0,90,Rain,moderate rain,4/28/2016 4:00,877,very low
45436,None,302.29,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/30/2018 3:00,429,very low
21867,None,276.22,0.0,0.0,90,Clouds,overcast clouds,3/17/2016 9:00,5283,high
34030,None,291.55,0.0,0.0,90,Clouds,overcast clouds,5/26/2017 10:00,4475,high
30798,None,264.09,0.0,0.0,1,Clear,sky is clear,2/6/2017 2:00,256,very low
41508,None,274.75,0.0,0.0,5,Clear,sky is clear,2/14/2018 20:00,2775,low
43951,None,288.75,0.0,0.0,90,Rain,light rain,5/9/2018 15:00,6159,very high
37907,None,276.34,0.0,0.0,20,Clouds,few clouds,10/10/2017 1:00,334,very low
14638,None,298.84,0.0,0.0,90,Clouds,overcast clouds,5/25/2014 17:00,3213,medium
10304,None,274.04,0.25,0.0,64,Mist,mist,12/2/2013 17:00,4795,high
24604,None,289.69,0.0,0.0,40,Clouds,scattered clouds,7/1/2016 22:00,2498,low
29385,None,274.28,0.0,0.0,90,Mist,mist,12/23/2016 13:00,4665,high
19240,None,277.89,0.0,0.0,90,Clouds,overcast clouds,10/30/2015 8:00,5405,high
499,None,282.7,0.0,0.0,38,Clear,sky is clear,10/22/2012 10:00,4324,medium
43582,None,287.75,0.0,0.0,40,Clouds,scattered clouds,4/25/2018 18:00,4695,high
43742,None,286.42,0.0,0.0,40,Mist,mist,5/2/2018 1:00,324,very low
12556,None,249.77,0.0,0.0,20,Clouds,few clouds,2/27/2014 10:00,4616,high
41325,None,261.27,0.0,0.0,40,Clouds,scattered clouds,2/7/2018 12:00,4697,high
37810,None,286.15,0.0,0.0,90,Drizzle,drizzle,10/6/2017 22:00,2625,low
31842,None,272.08,0.0,0.0,90,Clouds,overcast clouds,3/18/2017 8:00,3110,medium
46727,None,297.68,0.0,0.0,20,Clouds,few clouds,8/15/2018 11:00,4979,high
42658,None,274.08,0.0,0.0,90,Mist,mist,3/26/2018 21:00,2012,low
845,None,279.76,0.0,0.0,40,Clouds,scattered clouds,11/2/2012 16:00,6323,very high
10341,None,274.36,0.51,0.0,64,Drizzle,drizzle,12/3/2013 7:00,6020,very high
21155,None,261.79,0.0,0.0,90,Haze,haze,2/8/2016 9:00,4724,high
47690,None,297.41,0.0,0.0,1,Clear,sky is clear,9/14/2018 23:00,2024,low
43899,None,292.72,0.0,0.0,1,Clear,sky is clear,5/8/2018 4:00,868,very low
35231,None,299.9,0.0,0.0,75,Clouds,broken clouds,7/10/2017 14:00,5183,high
4981,None,274.06,0.0,0.0,90,Mist,mist,4/11/2013 0:00,582,very low
6492,None,285.69,0.0,0.0,90,Mist,mist,5/29/2013 10:00,4501,high
10392,None,271.3,0.0,0.0,64,Snow,light snow,12/4/2013 7:00,4025,medium
34390,None,296.54,0.0,0.0,1,Clear,sky is clear,6/10/2017 1:00,994,very low
18672,None,289.71,0.0,0.0,1,Clear,sky is clear,9/29/2015 16:00,6682,very high
9901,None,280.56,0.85,0.0,64,Mist,mist,11/16/2013 14:00,4532,high
30550,None,269.22,0.0,0.0,1,Clear,sky is clear,1/28/2017 2:00,583,very low
20217,None,270.71,0.0,0.0,90,Mist,mist,12/26/2015 5:00,462,very low
9469,None,282.68,4.39,0.0,92,Mist,mist,10/15/2013 0:00,477,very low
39894,None,271.72,0.0,0.0,90,Mist,mist,12/18/2017 10:00,4496,high
33735,None,291.35,0.0,0.0,90,Drizzle,light intensity drizzle,5/17/2017 18:00,4864,high
27431,None,283.628,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 22:00,2693,low
35273,None,293.89,0.0,0.0,75,Clouds,broken clouds,7/12/2017 4:00,848,very low
24212,None,294.91,0.0,0.0,32,Clouds,scattered clouds,6/15/2016 18:00,4590,high
41229,None,260.44,0.0,0.0,75,Haze,haze,2/4/2018 0:00,1536,low
20197,None,271.68,0.0,0.0,90,Mist,mist,12/25/2015 15:00,3015,medium
10738,None,266.69,0.0,0.0,64,Clouds,broken clouds,12/17/2013 0:00,544,very low
36604,None,291.29,0.0,0.0,90,Drizzle,light intensity drizzle,8/25/2017 22:00,2863,low
32820,None,285.08,0.0,0.0,90,Clouds,overcast clouds,4/18/2017 18:00,4666,high
1510,None,266.06,0.0,0.0,1,Clear,sky is clear,11/27/2012 14:00,5234,high
25432,None,298.68,0.0,0.0,20,Clouds,few clouds,8/2/2016 10:00,4250,medium
34893,None,290.28,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/28/2017 5:00,2747,low
19164,None,285.72,0.0,0.0,75,Clouds,broken clouds,10/27/2015 17:00,6324,very high
31246,None,274.47,0.0,0.0,90,Clouds,overcast clouds,2/23/2017 14:00,5500,high
19704,None,269.68,0.0,0.0,1,Clear,sky is clear,11/27/2015 14:00,4507,high
2983,None,268.71,0.0,0.0,0,Clear,sky is clear,1/16/2013 22:00,2171,low
18631,None,298.27,0.0,0.0,1,Clear,sky is clear,9/27/2015 19:00,4550,high
5062,None,272.62,0.0,0.0,90,Snow,heavy snow,4/12/2013 23:00,1695,low
44331,None,295.62,0.0,0.0,1,Clear,sky is clear,5/24/2018 1:00,356,very low
8649,None,304.21,0.0,0.0,36,Clouds,scattered clouds,8/25/2013 15:00,4588,high
46361,None,287.62,0.0,0.0,90,Clouds,overcast clouds,8/2/2018 9:00,4976,high
32849,None,280.96,0.0,0.0,90,Drizzle,light intensity drizzle,4/19/2017 18:00,4536,high
657,None,276.23,0.0,0.0,90,Rain,light rain,10/26/2012 8:00,5856,very high
4113,None,271.52,0.0,0.0,90,Snow,heavy snow,3/6/2013 15:00,5869,very high
26053,None,289.63,0.0,0.0,1,Drizzle,drizzle,8/27/2016 2:00,620,very low
2562,None,263.95,0.0,0.0,90,Clouds,overcast clouds,1/1/2013 3:00,576,very low
20890,None,271.48,0.0,0.0,1,Clear,sky is clear,1/28/2016 17:00,6180,very high
12324,None,264.01,0.0,0.0,1,Clear,sky is clear,2/17/2014 21:00,1908,low
37698,None,290.61,0.0,0.0,90,Rain,moderate rain,10/3/2017 10:00,4472,high
42377,None,271.36,0.0,0.0,1,Clear,sky is clear,3/16/2018 11:00,5056,high
11647,None,254.96,0.0,0.0,64,Clouds,broken clouds,1/21/2014 14:00,5037,high
2576,None,259.17,0.0,0.0,20,Clouds,few clouds,1/1/2013 17:00,2606,low
21339,None,273.28,0.0,0.0,90,Clouds,overcast clouds,2/16/2016 15:00,5755,high
20194,None,271.8,0.0,0.0,90,Clouds,overcast clouds,12/25/2015 10:00,1952,low
35038,None,286.89,0.0,0.0,1,Mist,mist,7/3/2017 5:00,1788,low
3956,None,274.56,0.0,0.0,90,Clouds,overcast clouds,2/27/2013 17:00,6178,very high
32993,None,283.74,0.0,0.0,1,Clear,sky is clear,4/24/2017 8:00,6369,very high
35205,None,300.55,0.0,0.0,1,Clear,sky is clear,7/9/2017 17:00,4107,medium
28544,None,275.55,0.0,0.0,90,Mist,mist,11/27/2016 14:00,4511,high
372,None,284.22,0.0,0.0,20,Clouds,few clouds,10/17/2012 22:00,1930,low
6698,None,287.92,0.0,0.0,92,Rain,light rain,6/5/2013 18:00,4599,high
42205,None,269.51,0.0,0.0,1,Clear,sky is clear,3/9/2018 20:00,3377,medium
14291,None,281.81,0.34,0.0,90,Rain,light rain,5/13/2014 3:00,350,very low
21822,None,283.51,0.0,0.0,90,Mist,mist,3/15/2016 18:00,4460,high
533,None,287.21,0.0,0.0,90,Clouds,overcast clouds,10/23/2012 20:00,2963,medium
14950,None,301.23,0.0,0.0,0,Clear,Sky is Clear,6/6/2014 17:00,5884,very high
16919,None,296.36,0.0,0.0,1,Clear,sky is clear,7/28/2015 4:00,868,very low
21329,None,272.61,0.0,0.0,90,Fog,fog,2/16/2016 5:00,2714,low
16192,None,295.3,0.0,0.0,1,Clear,sky is clear,7/2/2015 12:00,5254,high
1468,None,270.98,0.0,0.0,90,Clouds,overcast clouds,11/25/2012 19:00,3381,medium
2944,None,257.57,0.0,0.0,1,Clear,sky is clear,1/15/2013 4:00,731,very low
30113,None,271.95,0.0,0.0,90,Mist,mist,1/16/2017 21:00,1580,low
19036,None,275.92,0.0,0.0,1,Clear,sky is clear,10/16/2015 3:00,375,very low
5330,None,272.47,0.0,0.0,90,Mist,mist,4/20/2013 4:00,390,very low
4846,None,275.62,0.0,0.0,75,Clouds,broken clouds,4/7/2013 2:00,616,very low
24605,None,288.53,0.0,0.0,40,Clouds,scattered clouds,7/1/2016 23:00,1987,low
43178,None,276.72,0.0,0.0,90,Thunderstorm,thunderstorm,4/13/2018 11:00,5233,high
17502,None,291.24,1.91,0.0,90,Rain,moderate rain,8/18/2015 19:00,3221,medium
42487,None,272.29,0.0,0.0,90,Snow,light snow,3/20/2018 15:00,5690,high
25423,None,296.38,0.0,0.0,90,Clouds,overcast clouds,8/2/2016 1:00,529,very low
37285,None,288.77,0.0,0.0,90,Mist,mist,9/19/2017 6:00,5949,very high
5383,None,274.29,0.0,0.0,90,Mist,mist,4/22/2013 3:00,301,very low
1146,None,268.39,0.0,0.0,90,Snow,heavy snow,11/12/2012 22:00,1437,very low
3115,None,251.33,0.0,0.0,1,Clear,sky is clear,1/22/2013 22:00,2538,low
11003,None,262.76,0.0,0.0,64,Fog,fog,12/27/2013 3:00,333,very low
30053,None,256.16,0.0,0.0,1,Mist,mist,1/15/2017 1:00,962,very low
33237,None,276.01,0.0,0.0,90,Snow,light snow,5/1/2017 6:00,5444,high
27202,None,272.439,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 1:00,1022,very low
35055,None,295.16,0.0,0.0,40,Clouds,scattered clouds,7/3/2017 22:00,2106,low
10556,None,252.8,0.0,0.0,64,Clouds,broken clouds,12/9/2013 19:00,2863,low
27683,None,282.53700000000003,0.0,0.0,92,Rain,light rain,10/29/2016 19:00,3305,medium
28283,None,273.21,0.0,0.0,1,Clear,sky is clear,11/21/2016 11:00,4304,medium
8915,None,291.83,0.0,0.0,1,Clear,sky is clear,9/13/2013 12:00,5469,high
9654,None,277.8,0.0,0.0,1,Clear,sky is clear,10/26/2013 10:00,5341,high
512,None,285.33,0.0,0.0,90,Clouds,overcast clouds,10/22/2012 23:00,959,very low
18870,None,287.72,0.0,0.0,90,Clouds,overcast clouds,10/8/2015 14:00,5335,high
18111,None,291.81,0.0,0.0,75,Rain,light rain,9/9/2015 15:00,5716,high
44410,None,306.58,0.0,0.0,1,Clear,sky is clear,5/26/2018 17:00,3858,medium
35407,None,303.84,0.0,0.0,20,Clouds,few clouds,7/17/2017 14:00,5009,high
21141,None,265.02,0.0,0.0,90,Snow,light snow,2/7/2016 23:00,930,very low
33485,None,285.62,0.0,0.0,40,Mist,mist,5/9/2017 10:00,4556,high
31649,None,261.28,0.0,0.0,1,Clear,sky is clear,3/11/2017 2:00,571,very low
33480,None,283.3,0.0,0.0,75,Clouds,broken clouds,5/9/2017 5:00,2921,medium
18356,None,295.8,0.76,0.0,90,Rain,moderate rain,9/17/2015 16:00,6550,very high
2728,None,265.04,0.0,0.0,75,Haze,haze,1/6/2013 22:00,1384,very low
36589,None,288.41,0.0,0.0,90,Drizzle,drizzle,8/25/2017 10:00,5019,high
39526,None,266.22,0.0,0.0,1,Clear,sky is clear,12/5/2017 18:00,3936,medium
19178,None,281.43,0.0,0.0,90,Drizzle,drizzle,10/28/2015 1:00,339,very low
3679,None,257.14,0.0,0.0,20,Snow,heavy snow,2/17/2013 8:00,1647,low
43147,None,274.94,0.0,0.0,1,Clear,sky is clear,4/12/2018 5:00,2857,low
23788,None,285.51,0.0,0.0,1,Mist,mist,5/30/2016 4:00,293,very low
1760,None,275.75,0.0,0.0,90,Clouds,overcast clouds,12/6/2012 19:00,3429,medium
41208,None,264.79,0.0,0.0,90,Snow,snow,2/3/2018 14:00,3572,medium
47878,None,287.48,0.0,0.0,90,Mist,mist,9/20/2018 1:00,349,very low
37338,None,286.71,0.0,0.0,1,Clear,sky is clear,9/21/2017 9:00,5722,high
38184,None,297.29,0.0,0.0,75,Clouds,broken clouds,10/20/2017 14:00,5635,high
47404,None,295.91,1.14,0.0,40,Thunderstorm,thunderstorm with light rain,9/4/2018 12:00,4583,high
47113,None,296.98,1.15,0.0,75,Thunderstorm,proximity thunderstorm,8/27/2018 2:00,292,very low
5228,None,275.83,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 10:00,4497,high
10554,None,252.8,0.0,0.0,64,Clouds,broken clouds,12/9/2013 17:00,5670,high
42790,None,271.72,0.0,0.0,90,Rain,moderate rain,3/31/2018 6:00,1045,very low
47255,None,296.68,0.0,0.0,90,Clouds,overcast clouds,8/31/2018 12:00,5587,high
39957,None,265.65,0.0,0.0,90,Clouds,overcast clouds,12/20/2017 22:00,1915,low
33454,None,293.21,0.0,0.0,40,Clouds,scattered clouds,5/8/2017 15:00,5521,high
44949,None,289.72,0.0,0.0,1,Clear,sky is clear,6/14/2018 6:00,5824,very high
2180,None,268.39,0.0,0.0,90,Snow,heavy snow,12/19/2012 0:00,534,very low
45430,None,304.08,0.0,0.0,1,Clear,sky is clear,6/29/2018 22:00,2781,low
26446,None,289.25,0.0,0.0,1,Clear,sky is clear,9/8/2016 7:00,5923,very high
31746,None,270.22,0.0,0.0,1,Clear,sky is clear,3/14/2017 14:00,5093,high
613,None,284.77,0.0,0.0,90,Rain,moderate rain,10/25/2012 17:00,6488,very high
21761,None,283.72,0.0,0.0,75,Fog,fog,3/13/2016 22:00,1943,low
46857,None,293.68,0.0,0.0,40,Mist,mist,8/20/2018 6:00,5352,high
7049,None,287.86,0.25,0.0,0,Rain,light rain,6/17/2013 4:00,816,very low
14034,None,283.38,0.0,0.0,90,Clouds,overcast clouds,5/5/2014 3:00,355,very low
38660,None,277.81,0.0,0.0,90,Drizzle,drizzle,11/4/2017 19:00,3421,medium
13501,None,277.51,0.0,0.0,1,Clear,sky is clear,4/8/2014 2:00,231,very low
13585,None,288.81,0.0,0.0,20,Clouds,few clouds,4/11/2014 14:00,5842,very high
28955,None,264.95,0.0,0.0,40,Snow,light snow,12/9/2016 13:00,5285,high
28729,None,275.34,0.0,0.0,90,Clouds,overcast clouds,12/1/2016 10:00,4381,high
34144,None,286.15,0.0,0.0,75,Clouds,broken clouds,5/30/2017 22:00,1779,low
9431,None,291.12,1.96,0.0,44,Thunderstorm,proximity thunderstorm,10/11/2013 23:00,2943,medium
22428,None,278.42,0.0,0.0,1,Clear,sky is clear,4/13/2016 6:00,6180,very high
36097,None,291.72,0.0,0.0,90,Rain,heavy intensity rain,8/9/2017 18:00,4627,high
38952,None,279.61,0.0,0.0,90,Fog,fog,11/14/2017 23:00,1462,low
18784,None,282.18,0.0,0.0,40,Clouds,scattered clouds,10/5/2015 0:00,474,very low
27492,None,281.738,0.0,0.0,56,Clouds,broken clouds,10/21/2016 19:00,3892,medium
39641,None,267.15,0.0,0.0,1,Clear,sky is clear,12/10/2017 2:00,641,very low
38930,None,279.87,0.0,0.0,90,Drizzle,light intensity drizzle,11/14/2017 15:00,5730,high
23658,None,299.47,0.0,0.0,40,Clouds,scattered clouds,5/26/2016 15:00,5726,high
23318,None,278.35,0.98,0.0,90,Mist,mist,5/13/2016 10:00,4736,high
43484,None,286.81,0.0,0.0,40,Clouds,scattered clouds,4/21/2018 16:00,5027,high
45312,None,299.82,0.0,0.0,75,Clouds,broken clouds,6/25/2018 17:00,5772,high
46960,None,294.43,0.0,0.0,90,Rain,light rain,8/24/2018 1:00,505,very low
3865,None,267.95,0.0,0.0,90,Clouds,overcast clouds,2/24/2013 19:00,2693,low
40981,None,270.94,0.0,0.0,75,Mist,mist,1/25/2018 22:00,2047,low
37239,None,291.72,0.0,0.0,40,Clouds,scattered clouds,9/17/2017 17:00,4200,medium
23524,None,289.1,0.0,0.0,1,Clear,sky is clear,5/21/2016 22:00,3370,medium
9441,None,283.32,0.25,0.0,76,Drizzle,light intensity drizzle,10/12/2013 15:00,5351,high
39643,None,266.75,0.0,0.0,40,Clouds,scattered clouds,12/10/2017 4:00,392,very low
2038,None,276.28,0.0,0.0,90,Clouds,overcast clouds,12/16/2012 2:00,588,very low
8460,None,289.03,0.0,0.0,75,Clouds,broken clouds,8/17/2013 3:00,397,very low
28669,None,274.82,0.0,0.0,90,Snow,light snow,11/30/2016 4:00,868,very low
1579,None,276.53,0.0,0.0,75,Clouds,broken clouds,11/30/2012 13:00,5446,high
40148,None,257.57,0.0,0.0,90,Snow,light snow,12/28/2017 8:00,2745,low
2748,None,264.06,0.0,0.0,20,Clouds,few clouds,1/7/2013 18:00,4169,medium
36489,None,295.55,0.0,0.0,90,Rain,proximity shower rain,8/21/2017 15:00,5352,high
4951,None,276.84,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 2:00,227,very low
14103,None,285.08,4.29,0.0,75,Thunderstorm,proximity thunderstorm,5/8/2014 1:00,333,very low
40283,None,250.72,0.0,0.0,1,Clear,sky is clear,1/2/2018 4:00,729,very low
16766,None,294.51,0.0,0.0,1,Clear,sky is clear,7/22/2015 9:00,4834,high
31402,None,270.15,0.0,0.0,90,Snow,light snow,3/1/2017 8:00,3997,medium
39240,None,274.15,0.0,0.0,5,Clear,sky is clear,11/25/2017 10:00,3914,medium
16057,None,295.06,0.0,0.0,1,Clear,sky is clear,6/27/2015 22:00,3348,medium
